0,0,0,0,-1,-1,-3,3
0,0,0,0,-1,-1,-3,3
0,0,0,0,-1,-1,-3,3
0,0,0,0,-1,-1,-3,3
0.233,0.0300763,0.0127705,-0.11578,-1,-1,-3,3
0.634,0.182472,0.162474,-0.900749,-1,-1,-3,3
1.088,0.151204,0.215602,4.10128,-1,-1,1.48219,3.51781
1.429,-0.0928698,0.152592,3.71301,-1,-1,1.60665,-1.60665
1.854,-0.380491,0.297011,3.97007,-1,-1,1.4786,-1.4786
2.238,-0.509209,0.0739553,-1.94731,-1,-1,2.80989,2.19011
2.653,-0.671473,-0.324215,-2.02782,-1,-1,2.5,2.5
3.05,-0.85007,-0.677244,-2.03308,-1,-1,2.5,2.5
3.467,-1.02283,-1.00164,-2.02367,4.56773,3.71572,3,-3
3.873,-1.15675,-1.15823,-1.51784,4.56773,3.71572,3,-3
4.311,-1.13069,-1.41012,-0.485041,4.56773,3.71572,3,-3
4.715,-1.093,-1.40737,0.55436,4.56773,3.71572,3.61622,1.38378
5.152,-0.94349,-1.05216,0.852461,4.56773,3.71572,1.48642,3.51358
5.558,-0.682635,-0.755492,0.704905,4.56773,3.71572,2.5,2.5
5.997,-0.349016,-0.471679,0.704909,4.56773,3.71572,2.5,2.5
6.357,-0.0748119,-0.238409,0.704911,4.56773,3.71572,2.5,2.5
6.807,0.267946,0.0531797,0.704905,4.56773,3.71572,2.5,2.5
7.187,0.557386,0.29941,0.704908,4.56773,3.71572,2.5,2.5
7.625,0.891002,0.583222,0.70491,4.56773,3.71572,2.5,2.5
8.023,1.19415,0.841115,0.704905,4.56773,3.71572,2.5,2.5
8.413,1.49197,1.09447,0.704908,4.56773,3.71572,2.5,2.5
8.862,1.8332,1.38477,0.704911,4.56773,3.71572,2.5,2.5
9.252,2.13026,1.63748,0.704906,4.56773,3.71572,2.5,2.5
9.684,2.45931,1.9174,0.704908,4.56773,3.71572,2.5,2.5
10.054,2.74113,2.15715,0.704911,4.56773,3.71572,2.5,2.5
10.476,3.06256,2.43059,0.704906,4.56773,3.71572,2.5,2.5
10.913,3.39542,2.71376,0.704907,4.56773,3.71572,2.5,2.5
11.337,3.71837,2.9885,0.704911,4.56773,3.71572,2.5,2.5
11.725,4.01466,3.24056,0.704906,4.56773,3.71572,2.5,2.5
12.149,4.33686,3.51466,0.704907,4.56773,3.71572,2.5,2.5
12.552,4.6039,3.71001,0.74861,3.34565,4.97261,3,-3
12.95,4.83437,3.66435,1.38996,3.34565,4.97261,3,-3
13.4,4.79239,3.80998,2.36472,3.34565,4.97261,3.38371,1.61629
13.789,4.47951,4.00346,2.5027,3.34565,4.97261,1.96619,3.03381
14.26,4.11488,4.3083,2.45136,3.34565,4.97261,2.5,2.5
14.64,3.82186,4.55026,2.45135,3.34565,4.97261,2.5,2.5
15.087,3.47538,4.81284,2.30424,3.34565,4.97261,1.75287,3.24713
15.515,3.32209,5.18033,2.40302,1.54508,2.93893,3,-3
15.902,3.29322,5.33023,3.08375,1.54508,2.93893,3,-3
16.347,3.22757,5.28441,4.09621,1.54508,2.93893,2.5,2.5
16.647,3.19128,5.01974,-1.97968,1.54508,2.93893,-1.38401,1.38401
17.064,3.18644,4.74996,4.07244,1.54508,2.93893,1.6237,3.3763
17.439,2.91272,4.47661,3.94939,1.54508,2.93893,2.5,2.5
17.815,2.65356,4.20557,3.94939,1.54508,2.93893,2.5,2.5
18.268,2.34141,3.88015,3.94036,1.54508,2.93893,2.8118,2.1882
18.687,2.06324,3.56044,3.98799,1.54508,2.93893,2.5,2.5
19.137,1.75857,3.23626,4.02147,1.54508,2.93893,3.30642,1.69358
19.551,1.55598,2.93446,4.17014,-0.522642,-1.03956,3.27857,1.72143
20.014,1.33682,2.55383,-2.07887,-0.522642,-1.03956,2.5,2.5
20.434,1.13248,2.18687,-2.07887,-0.522642,-1.03956,2.5,2.5
20.861,0.924262,1.81293,-2.07887,-0.522642,-1.03956,2.5,2.5
21.252,0.73404,1.47131,-2.07887,-0.522642,-1.03956,2.5,2.5
21.692,0.519779,1.0889,-2.07577,-0.522642,-1.03956,2.5,2.5
22.099,0.321576,0.73639,-2.06313,-0.522642,-1.03956,2.5,2.5
22.554,0.105167,0.338016,-2.04864,-0.522642,-1.03956,3.25063,1.74937
23.004,-0.108557,-0.0600736,-2.0194,-0.522642,-1.03956,2.5,2.5
23.43,-0.300182,-0.439853,-1.9723,-0.522642,-1.03956,2.5,2.5
23.863,-0.45883,-0.831582,-1.89806,-0.522642,-1.03956,2.5,2.5
24.29,-0.540191,-1.1044,-1.9666,-2.5,-4.33013,1.45717,3.54283
24.743,-0.779824,-1.48296,4.14264,-2.5,-4.33013,2.5,2.5
25.108,-0.977258,-1.79115,4.14263,-2.5,-4.33013,2.5,2.5
25.56,-1.22,-2.17007,4.14264,-2.5,-4.33013,2.5,2.5
25.936,-1.42283,-2.48668,4.14264,-2.5,-4.33013,2.5,2.5
26.384,-1.6626,-2.86578,4.13534,-2.5,-4.33013,2.20398,2.79602
26.717,-1.84002,-3.14857,4.16837,-2.5,-4.33013,2.5,2.5
27.149,-2.06379,-3.518,4.16887,-2.5,-4.33013,2.97852,2.02148
27.608,-2.31115,-3.89014,-2.02814,-2.5,-4.33013,3.25351,1.74649
28.003,-2.47903,-4.23347,-1.96034,-2.5,-4.33013,2.0466,2.0466
28.427,-2.36464,-4.516,3.92231,-4.04508,-4.75528,-2.50041,2.50041
28.867,-2.41971,-4.55647,3.25674,-4.04508,-4.75528,2.5,2.5
29.293,-2.85321,-4.56312,3.18144,-4.04508,-4.75528,3.45459,1.54541
29.686,-3.26032,-4.62852,3.36983,-4.04508,-4.75528,2.68119,2.31881
30.118,-3.67771,-4.71097,3.24273,-4.04508,-4.75528,2.5,2.5
30.519,-4.03864,-4.75043,3.23355,-4.89074,-2.03368,-3,3
31.013,-4.34591,-4.84858,2.56242,-4.89074,-2.03368,-2.97317,2.97317
31.474,-4.40188,-4.77852,1.60111,-4.89074,-2.03368,2.6715,2.3285
31.959,-4.31403,-4.4031,1.40464,-4.89074,-2.03368,1.81061,-1.81061
32.399,-4.32199,-4.11986,1.79303,-4.89074,-2.03368,2.5,2.5
32.855,-4.45022,-3.67321,1.84772,-4.89074,-2.03368,2.5,2.5
33.321,-4.57707,-3.22688,1.84771,-4.89074,-2.03368,2.5,2.5
33.769,-4.69955,-2.79594,1.84771,-4.89074,-2.03368,2.5,2.5
34.258,-4.83527,-2.32418,1.86517,-4.89074,-2.03368,2.17969,2.82031
34.699,-4.90502,-1.96127,1.597,-4.89074,2.03368,2.5,2.5
35.169,-4.893,-1.4974,1.53967,-4.89074,2.03368,2.5,2.5
35.607,-4.87937,-1.0596,1.53967,-4.89074,2.03368,2.5,2.5
36.086,-4.86446,-0.580827,1.53967,-4.89074,2.03368,2.5,2.5
36.551,-4.84999,-0.116047,1.53967,-4.89074,2.03368,2.17414,2.82586
37.012,-4.83698,0.345874,1.56459,-4.89074,2.03368,2.5,2.5
37.494,-4.83414,0.825871,1.56858,-4.89074,2.03368,2.5,2.5
37.878,-4.83612,1.2065,1.58651,-4.89074,2.03368,3.22141,1.77859
38.363,-4.85209,1.68024,1.63094,-4.89074,2.03368,2.5,2.5
38.791,-4.89775,2.05936,1.73484,-4.04508,4.75528,-2.01036,2.01036
39.276,-4.89654,2.26744,1.29874,-4.04508,4.75528,1.73953,3.26047
39.717,-4.7349,2.65394,1.20968,-4.04508,4.75528,2.5,2.5
40.131,-4.58932,3.04057,1.18199,-4.04508,4.75528,2.53353,2.46647
40.592,-4.43614,3.46968,1.25771,-4.04508,4.75528,2.5,2.5
41.021,-4.30401,3.87783,1.25771,-4.04508,4.75528,2.5,2.5
41.489,-4.15851,4.32257,1.26094,-4.04508,4.75528,3.03465,1.96535
41.917,-4.04409,4.71035,1.32563,-4.04508,4.75528,0,0
42.378,-4.17891,5.04763,0.706757,-2.5,4.33013,-3,3
42.795,-4.10971,5.11731,-0.316185,-2.5,4.33013,1.51589,3.48411
43.253,-3.98158,4.81221,-0.720084,-2.5,4.33013,1.81889,-1.81889
43.688,-4.09082,4.6877,-0.307679,-2.5,4.33013,3.35323,1.64677
44.138,-3.66416,4.6164,-0.174691,-2.5,4.33013,2.07877,2.92123
44.619,-3.194,4.50916,-0.223507,-2.5,4.33013,2.5,2.5
45.061,-2.76611,4.4169,-0.26656,-2.5,4.33013,2.5,2.5
45.544,-2.38799,4.40231,-0.473013,-0.522642,1.03956,-2.35809,2.35809
45.994,-2.22918,4.39821,-1.14089,-0.522642,1.03956,2.5,2.5
46.455,-2.15495,3.95054,-1.19145,-0.522642,1.03956,3.4855,1.5145
46.912,-1.92803,3.53276,-1.0216,-0.522642,1.03956,2.5,2.5
47.356,-1.6973,3.15575,-1.02159,-0.522642,1.03956,2.5,2.5
47.813,-1.46102,2.76484,-1.00679,-0.522642,1.03956,2.69412,2.30588
48.24,-1.24713,2.40047,-1.05792,-0.522642,1.03956,2.5,2.5
48.67,-1.03564,2.02492,-1.05791,-0.522642,1.03956,2.5,2.5
49.057,-0.846232,1.68857,-1.05792,-0.522642,1.03956,2.04047,2.95953
49.505,-0.623242,1.30989,-1.16582,-0.522642,1.03956,2.5,2.5
49.875,-0.504984,0.985163,-1.20394,1.54508,-2.93893,2.72281,2.27719
50.322,-0.309996,0.584719,-1.10318,1.54508,-2.93893,2.5,2.5
50.732,-0.125636,0.219623,-1.10318,1.54508,-2.93893,2.5,2.5
51.197,0.0839701,-0.195465,-1.10318,1.54508,-2.93893,2.5,2.5
51.616,0.273292,-0.570384,-1.10318,1.54508,-2.93893,2.5,2.5
52.112,0.496418,-1.01225,-1.10318,1.54508,-2.93893,2.5,2.5
52.531,0.68529,-1.38627,-1.10318,1.54508,-2.93893,2.5,2.5
52.992,0.891445,-1.79863,-1.09967,1.54508,-2.93893,2.5,2.5
53.457,1.09526,-2.22164,-1.05991,1.54508,-2.93893,2.5,2.5
53.888,1.30151,-2.61247,-0.988018,1.54508,-2.93893,3.27753,1.72247
54.328,1.55725,-2.94944,-0.690269,3.34565,-4.97261,2.26711,2.73289
54.714,1.88418,-3.19091,-0.877542,3.34565,-4.97261,2.5,2.5
55.111,2.13204,-3.50247,-0.885517,3.34565,-4.97261,2.5,2.5
55.578,2.42761,-3.86405,-0.885522,3.34565,-4.97261,2.5,2.5
55.911,2.63899,-4.12265,-0.88552,3.34565,-4.97261,2.5,2.5
56.38,2.93519,-4.485,-0.885516,3.34565,-4.97261,2.5,2.5
56.843,3.22822,-4.84348,-0.885522,3.34565,-4.97261,2.18597,2.81403
57.265,3.30505,-5.12855,-0.637778,4.56773,-3.71572,3,-3
57.739,3.26153,-5.1916,0.434528,4.56773,-3.71572,1.80094,-1.80094
58.152,3.43583,-4.94895,0.993599,4.56773,-3.71572,1.83929,3.16071
58.614,3.63343,-4.53491,0.717595,4.56773,-3.71572,2.5,2.5
59.059,3.99198,-4.2764,0.745854,4.56773,-3.71572,2.5,2.5
59.43,4.25177,-4.01386,0.764348,4.56773,-3.71572,2.5,2.5
59.906,4.56989,-3.71663,0.77505,5,0,2.63893,-2.63893
60.3,4.76975,-3.59664,1.22664,5,0,1.42272,-1.42272
60.777,4.749,-3.31545,1.73659,5,0,-1.32721,1.32721
61.243,4.72977,-3.01366,1.47757,5,0,2.5,2.5
61.679,4.78444,-2.57751,1.44595,5,0,2.5,2.5
62.151,4.84302,-2.10904,1.44537,5,0,2.11501,2.88499
62.587,4.89451,-1.67611,1.46858,5,0,2.5,2.5
63.042,4.94129,-1.22408,1.47553,5,0,2.5,2.5
63.469,4.98098,-0.792142,1.49536,5,0,3.21705,1.78295
63.947,5.00841,-0.309125,1.54067,5,0,3.27236,1.72764
64.35,5.00279,0.0584318,1.64205,4.56773,3.71572,2.5,2.5
64.779,4.96009,0.474292,1.66915,4.56773,3.71572,2.5,2.5
65.237,4.91522,0.929091,1.66914,4.56773,3.71572,2.5,2.5
65.653,4.87437,1.34309,1.66914,4.56773,3.71572,2.5,2.5
66.125,4.82803,1.81281,1.66915,4.56773,3.71572,2.5,2.5
66.586,4.78276,2.27159,1.66914,4.56773,3.71572,2.5,2.5
67.019,4.74052,2.70344,1.69142,4.56773,3.71572,2.5,2.5
67.477,4.68593,3.1557,1.72737,4.56773,3.71572,3.25345,1.74655
67.892,4.61279,3.57205,1.85751,4.56773,3.71572,2.46463,2.46463
68.352,4.61762,3.88505,2.17414,3.34565,4.97261,1.36684,-1.36684
68.786,4.35684,4.10121,2.51805,3.34565,4.97261,2.38815,2.61185
69.262,3.9843,4.4063,2.43797,3.34565,4.97261,2.5,2.5
69.719,3.63583,4.70197,2.43798,3.34565,4.97261,2.5,2.5
70.128,3.35629,4.97609,2.26221,1.54508,2.93893,3,-3
70.595,3.25215,5.35771,2.80047,1.54508,2.93893,3,-3
71.02,3.11745,5.4198,3.72216,1.54508,2.93893,1.84469,-1.84469
71.487,3.02473,5.15171,-2.04695,1.54508,2.93893,2.22901,2.77099
71.912,2.80852,4.74888,4.0947,1.54508,2.93893,2.5,2.5
72.369,2.54384,4.37632,4.0947,1.54508,2.93893,2.5,2.5
